KEY,ROUTE,PAGE_NAME,ENGLISH_SOURCE,ORIGINAL_ARABIC,FINAL_PROPOSED_ARABIC,CHANGED,REVIEWER_DECISION,CLAIM_ID,CLAIM_STATUS,REMEDIATION_DISPOSITION,WHY_IN_SIGNOFF,LEGAL_REVIEW_REQUIRED,OWNER_DECISION,OWNER_NOTE
terms.availability.body,/ar/terms/,Terms (provisional draft),"Features can vary by platform, device, browser, entitlement and release stage. PCA will not treat “Coming Later” functionality as a current contractual promise.",قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والصلاحيات والإصدار. المزايا المصنفة “قادم لاحقًا” ليست وعدًا تعاقديًا حاليًا.,قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والصلاحيات والإصدار. المزايا المصنفة “قادم لاحقًا” ليست وعدًا تعاقديًا حاليًا.,NO,LEGAL_REVIEW_REQUIRED,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (LEGAL_REVIEW_REQUIRED). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: قد تختلف المزايا بحسب المنصة والجهاز والمتصفح والاستحقاق ومرحلة الإصدار. ولن تعتبر PCA الوظائف المصنفة «قادمة لاحقًا» وعدًا تعاقديًا قائمًا في الوقت الحالي.,YES,PENDING,
terms.availability.title,/ar/terms/,Terms (provisional draft),Feature availability,توفر المزايا,توفر المزايا,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.changes.body,/ar/terms/,Terms (provisional draft),"Final legal wording for updates, suspension, termination and service availability is pending owner approval.",النص القانوني المتعلق بالتحديثات والإيقاف والإنهاء وتوفر الخدمة ما زال بانتظار الاعتماد.,النص القانوني المتعلق بالتحديثات والإيقاف والإنهاء وتوفر الخدمة ما زال بانتظار الاعتماد.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.changes.title,/ar/terms/,Terms (provisional draft),Changes and service availability,التغييرات وتوفر الخدمة,التغييرات وتوفر الخدمة,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.hero.title,/ar/terms/,Terms (provisional draft),Terms,الشروط,الشروط,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.privacy.body,/ar/terms/,Terms (provisional draft),Use of PCA is subject to the final Privacy Policy.,يخضع استخدام PCA لسياسة الخصوصية النهائية.,يخضع استخدام PCA لسياسة الخصوصية النهائية.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.privacy.title,/ar/terms/,Terms (provisional draft),Privacy,الخصوصية,الخصوصية,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.responsibility.body,/ar/terms/,Terms (provisional draft),"PCA supports family protection decisions but does not replace parental judgment, communication, professional advice or emergency services.",PCA أداة مساعدة لقرارات الحماية الأسرية، ولا تحل محل الحكم السليم أو الحوار أو المشورة المتخصصة أو خدمات الطوارئ.,PCA أداة مساعدة لقرارات الحماية الأسرية، ولا تحل محل الحكم السليم أو الحوار أو المشورة المتخصصة أو خدمات الطوارئ.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.responsibility.title,/ar/terms/,Terms (provisional draft),Parent responsibility,مسؤولية الوالدين,مسؤولية الوالدين,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
terms.seo.description,/ar/terms/,Terms (provisional draft),Provisional PCA service terms. Final terms require owner and legal approval before publication.,مسودة أولية لشروط استخدام PCA. تحتاج الشروط النهائية مراجعة قانونية واعتماد المالك قبل النشر.,مسودة أولية لشروط استخدام PCA. تحتاج الشروط النهائية مراجعة قانونية واعتماد المالك قبل النشر.,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: LEGAL,YES,PENDING,
terms.seo.title,/ar/terms/,Terms (provisional draft),PCA Terms of Service,شروط استخدام PCA,شروط استخدام PCA,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: LEGAL,YES,PENDING,
terms.using.body,/ar/terms/,Terms (provisional draft),PCA is intended to help authorized parents/guardians manage supported digital child-protection functions. Users must use PCA lawfully and only for children/devices they are authorized to manage.,PCA مخصصة لمساعدة الوالدين أو الأوصياء المخولين على إدارة وظائف حماية رقمية مدعومة للأطفال. يجب استخدامها بشكل قانوني وعلى الأجهزة والأطفال الذين يملك المستخدم صلاحية إدارتهم.,PCA مخصصة لمساعدة الوالدين أو الأوصياء المخولين على إدارة وظائف حماية رقمية مدعومة للأطفال. يجب استخدامها بشكل قانوني وعلى الأجهزة والأطفال الذين يملك المستخدم صلاحية إدارتهم.,NO,LEGAL_REVIEW_REQUIRED,NONE,NONE,DEFERRED_LEGAL,Reviewer selected this row for owner attention: CHANGED_STRING;HIGH_RISK_PRIVACY_SECURITY;LEGAL | DEFERRED TO LEGAL (LEGAL_REVIEW_REQUIRED). Not applied: this row is legal-sensitive and is blocked behind OD-13. Reviewer proposes: تهدف PCA إلى مساعدة الوالدين أو الأوصياء المخوّلين على إدارة وظائف حماية الطفل الرقمية التي تدعمها المنصة. ويجب على المستخدمين استعمال PCA بصورة قانونية، وللأطفال والأجهزة التي لديهم صلاحية إدارتها فقط.,YES,PENDING,
terms.using.title,/ar/terms/,Terms (provisional draft),Using PCA,استخدام PCA,استخدام PCA,NO,PASS,NONE,NONE,UNCHANGED,Reviewer selected this row for owner attention: HIGH_RISK_PRIVACY_SECURITY;LEGAL,YES,PENDING,
video.enroll.title,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),How to Enroll with PCA,خطوات التسجيل في PCA,خطوات التسجيل في PCA,NO,REVISE_MEDIUM,NONE,NONE,REJECTED_PROPOSAL_CURRENT_ARABIC_RETAINED,"Reviewer selected this row for owner attention: CHANGED_STRING | REJECTED (REVISE_MEDIUM). Broadens the approved English title. EN is ""How to Enroll with PCA""; the proposal is «كيفية التسجيل وإعداد الحماية باستخدام PCA» — ""How to enroll AND SET UP PROTECTION with PCA"". The reviewer's observation is sound — the video does cover more than signup — but the remedy is to change the ENGLISH title, which is owner-approved copy and reopens claim review. Making only the Arabic broader would put EN and AR out of parity on a video that does not exist yet. Routed to the owner sheet as a proposed English copy change. Reviewer proposal, for the record: كيفية التسجيل وإعداد الحماية باستخدام PCA",NO,PENDING,
video.enroll.transcript,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),"[1] Start by creating your PCA Parent account with your email address and a password.
[2] Open your inbox and confirm your email address to activate the account.
[3] Add your child inside PCA Parent. You only need enough detail to tell one child's protection from another's.
[4] Choose the platform your child's device uses. Android is the planned first platform for PCA Child, and iPhone and iPad child protection is planned for a later release.
[5] Create an invitation for that child. The invitation is what links a device to your family and to no one else's.
[6] When PCA Child is released, you will install it and open it on your child's device.
[7] Enter the setup code from the invitation, or open the setup link, so the child device and your parent account are matched to each other.
[8] Confirm the connection on the child device and allow the permissions PCA needs to apply your rules.
[9] Back in PCA Parent, choose the protections that fit this child: screen time, schedules, and app or web controls where the platform supports them.
[10] Finally, review the protection status, so you can see whether protection is working and what needs your attention.","[1] ابدأ بإنشاء حساب PCA Parent باستخدام بريدك الإلكتروني وكلمة مرور.
[2] ثم افتح بريدك وأكّد عنوانك الإلكتروني لتفعيل الحساب.
[3] أضف طفلك داخل PCA Parent، ويكفي من المعلومات ما يميّز حماية كل طفل عن غيره.
[4] اختر نوع الجهاز الذي يستخدمه طفلك؛ فأندرويد هي المنصة الأولى المخطط لها في PCA Child، أما حماية الأطفال على iPhone وiPad فهي مخططة لإصدار لاحق.
[5] أنشئ دعوة خاصة بهذا الطفل، فهي ما يربط الجهاز بأسرتك أنت دون غيرها.
[6] وعند إطلاق PCA Child ستثبّته وتفتحه على جهاز طفلك.
[7] أدخل رمز الإعداد الوارد في الدعوة، أو افتح رابط الإعداد، ليقترن جهاز الطفل بحساب الوالدين.
[8] أكّد الربط على جهاز الطفل، وامنح PCA الأذونات اللازمة لتطبيق القواعد التي اخترتها.
[9] عد إلى PCA Parent واختر وسائل الحماية المناسبة لهذا الطفل: وقت الشاشة، والجداول الزمنية، والتحكم بالتطبيقات والويب حيث تدعم المنصة ذلك.
[10] وأخيرًا راجع حالة الحماية لتعرف ما إذا كانت تعمل وما الذي يحتاج إلى انتباهك.","[1] ابدأ بإنشاء حساب PCA Parent باستخدام بريدك الإلكتروني وكلمة مرور.
[2] ثم افتح بريدك وأكّد عنوانك الإلكتروني لتفعيل الحساب.
[3] أضف طفلك داخل PCA Parent، ويكفي من المعلومات ما يميّز حماية كل طفل عن غيره.
[4] اختر المنصة التي يعمل بها جهاز طفلك؛ فأندرويد هي المنصة الأولى المخطط لها في PCA Child، أما حماية الأطفال على iPhone وiPad فهي مخطط لها في إصدار لاحق.
[5] أنشئ دعوة خاصة بهذا الطفل، فهي ما يربط الجهاز بأسرتك أنت دون غيرها.
[6] وعند إطلاق PCA Child ستثبّته وتفتحه على جهاز طفلك.
[7] أدخل رمز الإعداد الوارد في الدعوة، أو افتح رابط الإعداد، ليقترن جهاز الطفل بحساب الوالدين.
[8] أكّد الربط على جهاز الطفل، وامنح PCA الأذونات اللازمة لتطبيق القواعد التي اخترتها.
[9] عد إلى PCA Parent واختر وسائل الحماية المناسبة لهذا الطفل: وقت الشاشة، والجداول الزمنية، والتحكم بالتطبيقات والويب حيث تدعم المنصة ذلك.
[10] وأخيرًا راجع حالة الحماية لتعرف ما إذا كانت تعمل وما الذي يحتاج إلى انتباهك.",YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING,NO,PENDING,
video.intro.transcript,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),"[1] Children are protected everywhere they go — at home, at school, in the places where they play.
[2] The digital spaces where they spend time deserve that same everyday care.
[3] PCA began with a father's concern for his own children, and the belief that online life should not be the exception.
[4] So PCA is built to help with the everyday things where the child's platform supports them: screen time, safer browsing, app and web controls, and schedules that suit your family.
[5] It can tell you when something needs your attention, and it gives your child a clear way to ask for more time or access.
[6] PCA also takes a different approach to privacy: it is designed to protect your child without building a readable central profile of them.
[7] Routine protection does not require PCA to collect your child's photos, videos, files or messages.
[8] We believe a safer digital world should not depend on a family's income, so affordability and broad access are part of how PCA is designed.
[9] Start protecting your child's digital spaces. See how PCA works, step by step.","[1] في البيت وفي المدرسة وفي الأماكن التي يلعبون فيها، نحرص دائمًا على حماية أطفالنا.
[2] والمساحات الرقمية التي يقضون فيها وقتهم تستحق العناية نفسها.
[3] بدأت PCA من اهتمام أبٍ بحماية أطفاله، ومن قناعة بأن حياتهم على الإنترنت ليست استثناءً.
[4] ولذلك بُنيت PCA لمساعدتك في الأمور اليومية، بحسب ما تدعمه منصة جهاز الطفل: وقت الشاشة، وتصفح أكثر أمانًا، والتحكم بالتطبيقات والويب، وجداول تناسب يوم أسرتك.
[5] وتنبّهك عندما يحتاج أمر ما إلى انتباهك، وتمنح طفلك طريقة واضحة ليطلب وقتًا إضافيًا أو إذنًا بالوصول.
[6] ولـ PCA نهج مختلف في الخصوصية: صُممت لحماية طفلك دون إنشاء ملف مركزي مقروء عنه.
[7] فالحماية اليومية لا تتطلب من PCA جمع صور طفلك أو مقاطعه المصوّرة أو ملفاته أو رسائله.
[8] ونؤمن بأن عالمًا رقميًا أكثر أمانًا لا ينبغي أن يرتبط بدخل الأسرة، لذلك كانت التكلفة المعقولة وسعة الإتاحة جزءًا من تصميم PCA.
[9] ابدأ بحماية المساحات الرقمية لطفلك، وتعرّف على طريقة عمل PCA خطوة بخطوة.","[1] في البيت وفي المدرسة وفي الأماكن التي يلعبون فيها، نحرص دائمًا على حماية أطفالنا.
[2] والمساحات الرقمية التي يقضون فيها وقتهم تستحق العناية نفسها.
[3] بدأت PCA من اهتمام أبٍ بحماية أطفاله، ومن قناعة بأن حياتهم على الإنترنت ليست استثناءً.
[4] ولذلك بُنيت PCA لمساعدتك في الأمور اليومية، بحسب ما تدعمه منصة جهاز الطفل: وقت الشاشة، وتصفح أكثر أمانًا، والتحكم بالتطبيقات والويب، وجداول تناسب يوم أسرتك.
[5] وتنبّهك عندما يحتاج أمر ما إلى انتباهك، وتمنح طفلك طريقة واضحة ليطلب وقتًا إضافيًا أو إذنًا بالوصول.
[6] ولـ PCA نهج مختلف في الخصوصية: صُممت لحماية طفلك دون إنشاء ملف مركزي مقروء عنه.
[7] فالحماية اليومية لا تتطلب من PCA جمع صور طفلك أو مقاطع الفيديو أو ملفاته أو رسائله.
[8] ونؤمن بأن عالمًا رقميًا أكثر أمانًا لا ينبغي أن يرتبط بدخل الأسرة، لذلك كانت التكلفة المعقولة والإتاحة الواسعة جزءًا من تصميم PCA.
[9] ابدأ بحماية المساحات الرقمية لطفلك، وتعرّف على طريقة عمل PCA خطوة بخطوة.",YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING,NO,PENDING,
video.seo.title,/ar/ /ar/how-it-works/,Video scripts (rendered on Home and How PCA Works),PCA Videos — Introduction and Setup,فيديوهات PCA — التعريف وخطوات الإعداد,مقاطع فيديو PCA — التعريف وخطوات الإعداد,YES,REVISE_LOW,NONE,NONE,APPLIED,Reviewer selected this row for owner attention: CHANGED_STRING,NO,PENDING,
