OBJECT_TYPE,OBJECT_NAME,SOURCE_PATH,SOURCE_LINE_OR_MIGRATION,CURRENT_USE,RUNTIME_WRITER,RUNTIME_READER,OWNER_MODULE,V1_REQUIRED,NOTES
FOREIGN_KEY,platform_admin_sessions.platform_admin_sessions_admin_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/db,YES,platform_admin_sessions.(admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_settings,backend/migrations/0017_platform_admin_settings_family_status.sql,0017_platform_admin_settings_family_status.sql,ACTIVE,backend/src/platformadmin/settings/PlatformAdminSettingsRepository.ts,backend/src/platformadmin/settings/PlatformAdminSettingsRepository.ts,backend/src/platformadmin,YES,
INDEX,platform_admin_settings.platform_admin_settings_category_idx,backend/migrations/0017_platform_admin_settings_family_status.sql,0017_platform_admin_settings_family_status.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: category
INDEX,platform_admin_settings.platform_admin_settings_updated_by_fk,backend/migrations/0017_platform_admin_settings_family_status.sql,0017_platform_admin_settings_family_status.sql,ACTIVE,,,backend/src/platformadmin,YES,columns: updated_by_admin_id
FOREIGN_KEY,platform_admin_settings.platform_admin_settings_updated_by_fk,backend/migrations/0017_platform_admin_settings_family_status.sql,0017_platform_admin_settings_family_status.sql,ACTIVE,,,backend/src/platformadmin,YES,platform_admin_settings.(updated_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,platform_admin_step_up_sessions,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,backend/src/platformadmin/auth/MySqlAuthRepository.ts,,backend/src/billing,YES,
INDEX,platform_admin_step_up_sessions.platform_admin_step_up_sessions_admin_id_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/billing,YES,columns: admin_id
INDEX,platform_admin_step_up_sessions.platform_admin_step_up_sessions_session_id_idx,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/billing,YES,columns: session_id
FOREIGN_KEY,platform_admin_step_up_sessions.platform_admin_step_up_sessions_admin_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/billing,YES,platform_admin_step_up_sessions.(admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,platform_admin_step_up_sessions.platform_admin_step_up_sessions_session_id_fk,backend/migrations/0005_platform_admin_identity_rbac_audit.sql,0005_platform_admin_identity_rbac_audit.sql,ACTIVE,,,backend/src/billing,YES,platform_admin_step_up_sessions.(session_id) -> platform_admin_sessions.(session_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,protection_alerts,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,backend/src/alerts/MySqlProtectionAlertLedger.ts,backend/src/alerts/MySqlProtectionAlertLedger.ts,backend/src/alerts,YES,
INDEX,protection_alerts.protection_alerts_expires_at_idx,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,columns: expires_at
INDEX,protection_alerts.protection_alerts_family_idx,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,"columns: family_id,generated_at_utc"
INDEX,protection_alerts.protection_alerts_parent_device_idx,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,"columns: family_id,parent_device_id,generated_at_utc"
APPLICATION_ENFORCED_RELATION,protection_alerts.family_id,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,protection_alerts.device_id,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,"-> devices.device_id: Opaque ciphertext + typed routing metadata (family/device/trigger/epoch), never readable family detail. (source: backend/migrations/0025_protection_alerts.sql:1-7)"
APPLICATION_ENFORCED_RELATION,protection_alerts.parent_device_id,backend/migrations/0025_protection_alerts.sql,0025_protection_alerts.sql,ACTIVE,,,backend/src/alerts,YES,"-> devices.device_id: Opaque ciphertext + typed routing metadata, never readable family detail. (source: backend/migrations/0025_protection_alerts.sql:1-7)"
TABLE,recovery_envelopes,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/recovery/MySqlRecoveryRepository.ts,backend/src/recovery/MySqlRecoveryRepository.ts,backend/src/db,YES,
APPLICATION_ENFORCED_RELATION,recovery_envelopes.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,relay_envelopes,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/relay/MySqlRelayRepository.ts,backend/src/relay/MySqlRelayRepository.ts,backend/src/alerts,YES,
INDEX,relay_envelopes.relay_envelopes_recipient_state_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/alerts,YES,"columns: recipient_device_id,state,expires_at"
APPLICATION_ENFORCED_RELATION,relay_envelopes.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/alerts,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,relay_envelopes.sender_device_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/alerts,YES,"-> devices.device_id: Opaque bounded application identifier by design (migration 0001 TYPE DECISIONS), distinct from devices.device_id CHAR(36) ascii_bin. (source: backend/migrations/0001_mysql_baseline.sql:16-23)"
APPLICATION_ENFORCED_RELATION,relay_envelopes.recipient_device_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/alerts,YES,-> devices.device_id: Opaque bounded application identifier by design (migration 0001 TYPE DECISIONS). (source: backend/migrations/0001_mysql_baseline.sql:16-23)
TABLE,release_current_pointers,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/release/MySqlReleaseRepository.ts,backend/src/release/MySqlReleaseRepository.ts,backend/src/db,YES,
TABLE,release_packages,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/release/MySqlReleaseRepository.ts,backend/src/release/MySqlReleaseRepository.ts,backend/src/db,YES,
UNIQUE_CONSTRAINT,release_packages.release_packages_identity_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,"columns: package_type,platform,version"
APPLICATION_ENFORCED_RELATION,release_packages.signing_key_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/db,YES,"-> device_public_keys.key_id: Opaque bounded application identifier by design; also structurally infeasible as a single-column FK since device_public_keys has a composite PK (device_id, key_id). (source: backend/migrations/0001_mysql_baseline.sql:16-23)"
TABLE,safe_zones,backend/migrations/0020_parent_preferences_safe_zones.sql,0020_parent_preferences_safe_zones.sql,ACTIVE,backend/src/location/MySqlSafeZoneRepository.ts,backend/src/location/MySqlSafeZoneRepository.ts,backend/src/db,YES,
INDEX,safe_zones.safe_zones_family_recipient_idx,backend/migrations/0020_parent_preferences_safe_zones.sql,0020_parent_preferences_safe_zones.sql,ACTIVE,,,backend/src/db,YES,"columns: family_id,recipient_endpoint_id"
APPLICATION_ENFORCED_RELATION,safe_zones.family_id,backend/migrations/0020_parent_preferences_safe_zones.sql,0020_parent_preferences_safe_zones.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
APPLICATION_ENFORCED_RELATION,safe_zones.recipient_endpoint_id,backend/migrations/0020_parent_preferences_safe_zones.sql,0020_parent_preferences_safe_zones.sql,ACTIVE,,,backend/src/db,YES,-> devices.device_id: Opaque routing/version metadata only -- must never hold a readable label/coordinate/radius/policy; not intended as a DB-joinable identity. (source: backend/migrations/0020_parent_preferences_safe_zones.sql:2-5)
TABLE,schema_migrations,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,NO_RUNTIME_CODE_FOUND,,,backend/scripts/migrate.mjs,YES,No backend/src/**/*.ts reader or writer found for this table -- created by migration but not (yet) wired to application code. See PCA_CANONICAL_SCHEMA_REPORT.md.
TABLE,security_audit_metadata,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,NO_RUNTIME_CODE_FOUND,,,(none -- see PCA_CANONICAL_SCHEMA_REPORT.md orphaned-table note),YES,No backend/src/**/*.ts reader or writer found for this table -- created by migration but not (yet) wired to application code. See PCA_CANONICAL_SCHEMA_REPORT.md.
TABLE,service_account_family_scopes,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/authz/MySqlAuthzRepository.ts;backend/src/parentaccount/MySqlParentAccountRepository.ts,backend/src/parentaccount,YES,
INDEX,service_account_family_scopes.service_account_family_scopes_family_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,columns: family_id
FOREIGN_KEY,service_account_family_scopes.service_account_family_scopes_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,service_account_family_scopes.(account_id) -> service_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
APPLICATION_ENFORCED_RELATION,service_account_family_scopes.family_id,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
TABLE,service_accounts,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/auth/MySqlAuthRepository.ts,backend/src/auth/MySqlAuthRepository.ts,backend/src/auth,YES,
UNIQUE_CONSTRAINT,service_accounts.service_accounts_account_reference_hash_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/auth,YES,columns: account_reference_hash
TABLE,service_sessions,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,backend/src/auth/MySqlAuthRepository.ts;backend/src/parentaccount/MySqlParentAccountRepository.ts;backend/src/parentaccount/ParentAccountRepository.ts,backend/src/auth/MySqlAuthRepository.ts,backend/src/parentaccount,YES,
INDEX,service_sessions.service_sessions_account_id_idx,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,columns: account_id
UNIQUE_CONSTRAINT,service_sessions.service_sessions_token_hash_key,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,columns: token_hash
FOREIGN_KEY,service_sessions.service_sessions_account_id_fk,backend/migrations/0001_mysql_baseline.sql,0001_mysql_baseline.sql,ACTIVE,,,backend/src/parentaccount,YES,service_sessions.(account_id) -> service_accounts.(account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,settlement_accounts,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing,YES,
INDEX,settlement_accounts.settlement_accounts_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_currency
INDEX,settlement_accounts.settlement_accounts_status_idx,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: status
FOREIGN_KEY,settlement_accounts.settlement_accounts_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_accounts.(settlement_currency) -> billing_currencies.(currency_code) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,settlement_batch_items,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing,YES,
INDEX,settlement_batch_items.settlement_batch_items_batch_idx,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_batch_id
INDEX,settlement_batch_items.settlement_batch_items_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: currency_code
UNIQUE_CONSTRAINT,settlement_batch_items.settlement_batch_items_transaction_key,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: payment_transaction_id
FOREIGN_KEY,settlement_batch_items.settlement_batch_items_batch_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batch_items.(settlement_batch_id) -> settlement_batches.(settlement_batch_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batch_items.settlement_batch_items_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batch_items.(currency_code) -> billing_currencies.(currency_code) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batch_items.settlement_batch_items_transaction_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batch_items.(payment_transaction_id) -> billing_payment_transactions.(payment_transaction_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,settlement_batches,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing,YES,
INDEX,settlement_batches.settlement_batches_account_ref_idx,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_account_ref
INDEX,settlement_batches.settlement_batches_created_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: created_by_admin_id
INDEX,settlement_batches.settlement_batches_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_currency
INDEX,settlement_batches.settlement_batches_period_idx,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,"columns: period_start,period_end"
INDEX,settlement_batches.settlement_batches_resolved_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: resolved_by_admin_id
INDEX,settlement_batches.settlement_batches_status_idx,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: status
INDEX,settlement_batches.settlement_batches_usd_norm_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: usd_normalized_by_admin_id
FOREIGN_KEY,settlement_batches.settlement_batches_account_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batches.(settlement_account_ref) -> settlement_accounts.(settlement_account_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batches.settlement_batches_created_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batches.(created_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batches.settlement_batches_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batches.(settlement_currency) -> billing_currencies.(currency_code) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batches.settlement_batches_resolved_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batches.(resolved_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_batches.settlement_batches_usd_norm_by_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_batches.(usd_normalized_by_admin_id) -> platform_admin_accounts.(admin_id) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,settlement_fx_snapshots,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing/settlement/MySqlSettlementRepository.ts,backend/src/billing,YES,
UNIQUE_CONSTRAINT,settlement_fx_snapshots.settlement_fx_snapshots_item_key,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_batch_item_id
INDEX,settlement_fx_snapshots.settlement_fx_snapshots_settlement_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: settlement_currency
INDEX,settlement_fx_snapshots.settlement_fx_snapshots_source_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,columns: source_currency
FOREIGN_KEY,settlement_fx_snapshots.settlement_fx_snapshots_item_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_fx_snapshots.(settlement_batch_item_id) -> settlement_batch_items.(settlement_batch_item_id) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_fx_snapshots.settlement_fx_snapshots_settlement_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_fx_snapshots.(settlement_currency) -> billing_currencies.(currency_code) ON DELETE NO ACTION ON UPDATE NO ACTION
FOREIGN_KEY,settlement_fx_snapshots.settlement_fx_snapshots_source_currency_fk,backend/migrations/0015_settlement_reconciliation.sql,0015_settlement_reconciliation.sql,ACTIVE,,,backend/src/billing,YES,settlement_fx_snapshots.(source_currency) -> billing_currencies.(currency_code) ON DELETE NO ACTION ON UPDATE NO ACTION
TABLE,sync_sequence_progress_ledger,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,backend/src/familysync/MySqlSequenceProgressLedger.ts,backend/src/familysync/MySqlSequenceProgressLedger.ts,backend/src/db,YES,
APPLICATION_ENFORCED_RELATION,sync_sequence_progress_ledger.family_id,backend/migrations/0002_sync_durability.sql,0002_sync_durability.sql,ACTIVE,,,backend/src/db,YES,-> families.family_id: Soft (unenforced) family_id reference -- schema-wide convention. families.family_id is CHAR(36) ascii_bin; every other table's family_id is VARCHAR(128) utf8mb4_bin. Membership existence is checked at the application layer (AuthzService.requiresFamilyScope). (source: backend/migrations/0036_family_child_memberships.sql:44-54; backend/migrations/0027_family_member_invitations.sql:17-25; backend/migrations/0013_parent_account_identity.sql)
DATABASE_SETTING,engine=InnoDB,backend/migrations/*.sql (every CREATE TABLE),all 34,ACTIVE,,,backend/src/db/pool.ts,YES,"100% of 75 tables, verified by introspection"
DATABASE_SETTING,"charset=utf8mb4,collation=utf8mb4_bin (table default)",backend/compose.yaml,-,ACTIVE,,,backend/src/db/pool.ts,YES,server flags --character-set-server/--collation-server; 100% of 75 tables
DATABASE_SETTING,"timezone=UTC (DATETIME, no TIMESTAMP type used)",backend/src/db/pool.ts,16-21,ACTIVE,,,backend/src/db/pool.ts,YES,pool pins timezone:'Z'; server --default-time-zone=+00:00
DATABASE_SETTING,"transaction isolation=READ COMMITTED (session-level, app-set)",backend/src/db/pool.ts,109-148,ACTIVE,,,backend/src/db/pool.ts,YES,overrides InnoDB default REPEATABLE READ; see PCA_LIVE_DATABASE_SETTINGS.md §4
SEED_REFERENCE_DATA,(none),-,-,N/A,,,-,NO,No production-required reference/seed rows identified -- see PCA_PRODUCTION_REFERENCE_DATA_MATRIX.csv
