ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-FR-126,PCA-8; PCA-17,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,NONE recorded,,,WS-08 PCA-8,"android/app/src/main/java/org/pca/app (structural absence verified: no android.media.MediaRecorder/AudioRecord usage anywhere in the module; only camera usage is the gated, unimplemented eye-distance CameraProximitySource scaffold which itself never persists frames)",,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-FR-127,PCA-17,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,android/app/build.gradle.kts; android/build.gradle.kts; android/gradle/libs.versions.toml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-130,PCA-3; PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-03 PCA-3,backend/src/childrequests/ChildRequestService.ts; backend/src/childrequests/BonusGrantLedger.ts; backend/src/childrequests/policy.ts; backend/src/childrequests/types.ts; backend/src/childrequests/ChildRequestRepository.ts; backend/src/http/routes/childRequestRoutes.ts; backend/src/http/buildServer.ts; backend/src/familyrbac/policy.ts; android/app/src/main/java/org/pca/app/runtime/schedule/BonusGrantSync.kt; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; parent-web/src/pages/Requests.tsx; parent-web/src/domain/bonusTime.ts; parent-web/src/api/real/realRequestClient.ts; parent-web/src/api/dev/devRequestClient.ts,PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-131,PCA-2; PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (8 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE; IOS_MAC_XCODE,,WS-02 PCA-2,backend/src/childrequests/types.ts; backend/src/childrequests/ChildRequestService.ts; backend/src/childrequests/policy.ts; backend/src/familyrbac/policy.ts; backend/src/familyrbac/types.ts; backend/src/http/routes/childRequestRoutes.ts; android/app/src/main/java/org/pca/app/feature/installapproval/InstallApprovalCapabilityState.kt; android/app/src/main/java/org/pca/app/feature/installapproval/InstallApprovalController.kt; android/app/src/main/java/org/pca/app/feature/installapproval/InstallApprovalDecisionApplier.kt; android/app/src/main/java/org/pca/app/runtime/installobserver/InstalledAppEventReceiver.kt; ios/PCA/InstallApproval/InstallApprovalCapability.swift; parent-web/src/pages/Requests.tsx; parent-web/src/domain/types.ts,PRODUCTION_CRYPTO_SUITE; IOS_MAC_XCODE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-132,PCA-2; PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,"android/app/src/main/java/org/pca/app/feature/breakshield/EmergencyDialIntent.kt, EmergencyDialUsageAlertDelivery.kt (Writer73)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-133,PCA-1,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,android/app/src/main/java/org/pca/app/enrollment/ContentFilterDefault.kt; android/app/src/main/java/org/pca/app/enrollment/screenTimeConfigForEnrollmentProfile.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-134,PCA-2; PCA-3,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,"backend/src/schedule/engine.ts:68-138; backend/src/schedule/types.ts:91; android SchedulePolicy.kt:121,148,172 (DailyAppLimit); parent-web/src/pages/children/AppsPage.tsx:45 (dailyLimitMinutes)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-135,PCA-7; PCA-10,Functional,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-07 PCA-7,backend/src/location/safeZone.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceEngine.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiver.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceZoneStateStore.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZoneRuntime.kt; parent-web/src/pages/children/LocationPage.tsx; parent-web/src/api/real/realSafeZoneClient.ts; backend/src/runtime-sync/DeviceSessionService.ts,PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-136,PCA-17,Functional,Normative text in docs/architecture/05_SYSTEM_CONTEXT_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/test/db/schema-privacy.mysql.test.mjs (regression guard: no Enrollment/Licensing Service or Relay schema field capable of holding activity payloads),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-137,PCA-17,Functional,Normative text in docs/architecture/05_SYSTEM_CONTEXT_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,DEPLOYED_LOG_METRICS_PIPELINE_CONFIG,,WS-17 PCA-17,"backend/src/relay/** (routing-metadata only surface, expected)",DEPLOYED_LOG_METRICS_PIPELINE_CONFIG,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-138,PCA-11,Functional,Normative text in docs/architecture/05_SYSTEM_CONTEXT_ARCHITECTURE.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familyenvelope/policy.ts (expiry check as part of ReceiverPipeline),CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-139,PCA-10; PCA-11,Functional,Normative text in docs/architecture/05_SYSTEM_CONTEXT_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/pages/children/ScreenTimePage.tsx; parent-web/src/components/common/DeviceOfflineNotice.tsx,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-140,PCA-1; PCA-11,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,IOS_MAC_XCODE,,WS-01 PCA-1,ios/PCA/Recovery/EnrollmentLifecycle.swift; android/app/src/main/java/org/pca/app/enrollment/EnrollmentState.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentLifecycleAudit.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentCoordinator.kt,IOS_MAC_XCODE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-141,PCA-1; PCA-11,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,android/app/src/main/java/org/pca/app/enrollment/KeyFingerprint.kt; ui/EnrollmentScreen.kt KeyFingerprintConfirmation composable,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-142,PCA-1; PCA-11,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx; parent-web/src/i18n/locales/en.json; parent-web/src/i18n/locales/ar.json,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-FR-143,PCA-10; PCA-11,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-10 PCA-10,backend/src/familyrbac/** (role removal); backend/src/familytrustset/FamilyTrustSetEngine.ts (key drop from trust set),CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-144,PCA-11; PCA-13,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,IOS_MAC_XCODE,,WS-11 PCA-11,ios/PCA/Recovery/RecoverySecretDisclosure.swift; parent-web/src/pages/security/RecoverySecretDisclosure.tsx; parent-web/src/pages/security/Recovery.tsx; parent-web/src/i18n/locales/en.json; parent-web/src/i18n/locales/ar.json; backend/src/familytrustset/FamilyTrustSetRecoveryEngine.ts,IOS_MAC_XCODE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-FR-145,PCA-13; PCA-15,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE,"Gated: PENDING_OWNER_DECISION, PRODUCTION_CRYPTO_SUITE",WS-13 PCA-13,android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt + ProtectedModeProvisioningGate.kt; android/app/src/main/java/org/pca/app/feature/removaldecision/RemovalDecisionAuditRecorder.kt; android/app/src/main/java/org/pca/app/platform/ProtectedModeProvisioningGate.kt; backend/src/familyrbac/RealProtectiveAuthorityResolver.ts,PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE,DEFERRED_EXTERNAL_GATE (PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE),NONE (automated evidence recorded),NONE,PARTIAL
PCA-FR-146,PCA-11; PCA-13,Functional,Normative text in docs/architecture/08_ENROLLMENT_DEVICE_LIFECYCLE.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,"backend/src/familytrustset/FamilyTrustSetEngine.ts (permanent exclusion, no re-adoption without fresh enrollment)",CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-IOS-001,PCA-15,iOS,Normative text in docs/architecture/07_IOS_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,IOS_MAC_XCODE,,WS-15 PCA-15,"ios/PCA/ManagedSettings/ShieldSafetyValidator.swift (doc comments explicitly reject reverse-engineering tokens via private symbols); ios/PCA/FamilyControls/ChildAuthorizationState.swift:11 (""Controls API. No private API, no runtime introspection.""); ios/PCA/Location/LocationCapabilityAdapter.swift:7 (same pattern); repo-wide grep across ios/PCA, ios/PCADeviceActivityMonitor, ios/PCAShieldAction, ios/PCAShieldConfiguration for dlopen/dlsym/NSClassFromString/perform(Selector) returned zero matches",IOS_MAC_XCODE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-IOS-002,PCA-15,iOS,Normative text in docs/architecture/07_IOS_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,,,WS-15 PCA-15,"ios/PCA/Protection/AntiRemovalClaimCopy.swift (real, scoped anti-removal copy: statusHeadline strings incl. ""Not yet active""/protected-state variants, explicitly avoids unscoped ""cannot be removed"" claims per doc 07 Section 14 discipline) | ios/PCA/Protection/AboutProtectionView.swift (renders the copy, reachable from ContentView.swift via a real NavigationLink at ContentView.swift:27-33) | ios/PCAShieldAction/ShieldActionExtension.swift (pre-existing anti-bypass invariant comments consistent with this copy's scope); ios/PCA/Protection/AntiRemovalClaimCopy.swift; ios/PCA/Protection/AboutProtectionView.swift; ios/PCA/ContentView.swift",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-IOS-003,PCA-15,iOS,Normative text in docs/architecture/07_IOS_ARCHITECTURE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,WS-15 PCA-15,"ios/PCA/ManagedSettings/ShieldSafetyValidator.swift (ShieldSafetyValidator<Token>, ShieldPolicyValidator<Token>); ios/PCA/ManagedSettings/ManagedSettingsAdapter.swift:47-58 (apply() calls safetyValidator.validate(...) before ever touching ManagedSettingsStore); ios/PCADeviceActivityMonitor/DeviceActivityMonitorExtension.swift applyCurrentDecision(for:) (the REAL production DeviceActivityMonitor extension entry point builds a ShieldPolicyValidator<ApplicationToken> inline from the synced policy's protectedApplicationTokens and guards the managedSettings.shield.applications write on a .accepted outcome)",IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-000,PCA-0,Non-functional,Normative text in docs/architecture/00_DOCUMENT_CONTROL.md,NOT_APPLICABLE,N/A,,See matrix notes,WS-01 PCA-0,docs/architecture/00_DOCUMENT_CONTROL.md:159,,NONE (not applicable),NONE,NONE,NOT_APPLICABLE
PCA-NFR-001,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,NOT_APPLICABLE,N/A,DEPLOYED_TLS_TERMINATION_CONFIG,Gated: DEPLOYED_TLS_TERMINATION_CONFIG,WS-17 PCA-17,,DEPLOYED_TLS_TERMINATION_CONFIG,NONE (not applicable),NONE,NONE,NOT_APPLICABLE
PCA-NFR-002,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SECURITY_REVIEW,Gated: PRODUCTION_CRYPTO_SECURITY_REVIEW,WS-17 PCA-17,android/app/src/main/java/org/pca/app/runtime/sync/envelope/FamilyEnvelope.kt + EnvelopeSignatureVerifier.kt + EnvelopeWireCodec.kt,PRODUCTION_CRYPTO_SECURITY_REVIEW,DEFERRED_EXTERNAL_GATE (PRODUCTION_CRYPTO_SECURITY_REVIEW),NONE (automated evidence recorded),NONE,PARTIAL
PCA-NFR-003,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,NONE recorded,,,WS-17 PCA-17,android/app/src/main/java/org/pca/app/foundation/EncryptedSharedPreferencesStateStore.kt,,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-NFR-004,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SECURITY_REVIEW,Gated: PRODUCTION_CRYPTO_SECURITY_REVIEW,WS-17 PCA-17,android/app/src/main/java/org/pca/app/runtime/sync/envelope/EnvelopeSignatureVerifier.kt,PRODUCTION_CRYPTO_SECURITY_REVIEW,Static import boundary for the ephemeral genesis Ed25519 signer,3/3,matrix notes/evidence updated this pass,PARTIAL
PCA-NFR-005,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/src/runtime-sync/RejectingCryptoVerifiers.ts; backend/src/runtime-sync/RejectingCryptoVerifiers.ts (explicitly refuses to ship any real/placeholder decryption capability, fails closed instead of a hardcoded bypass key)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-006,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,.github/workflows/quality-gates.yml dependency-audit job (Writer73): npm audit --audit-level=high (Writer65) + npx @cyclonedx/cyclonedx-npm SBOM generation (Writer73) for backend+platform-admin-web,,parent-web SBOM generated + validated in CI from the installed tree,CI step validation (641 components locally),matrix notes/evidence updated this pass,SOURCE_COMPLETE
PCA-NFR-007,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/src/invitation/InvitationService.ts (redeemAtomically rejects REDEEMED/EXPIRED); backend/src/invitation/policy.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-008,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/src/auth/AuthService.ts, token.ts; backend/src/parentaccount/ParentAccountService.ts, cookies.ts",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-009,PCA-17; PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/src/parentaccount/rateLimiter.ts; backend/src/parentaccount/policy.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-010,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,android/app/src/main/java/org/pca/app/platform/proximity/FaceProximityClassifier.kt; android/app/src/main/java/org/pca/app/persistence/entity/ProximityEventEntity.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-011,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,NONE recorded,PRODUCTION_CRYPTO_SECURITY_REVIEW,Gated: PRODUCTION_CRYPTO_SECURITY_REVIEW,WS-17 PCA-17,android/app/src/main/java/org/pca/app/runtime/sync/envelope/,PRODUCTION_CRYPTO_SECURITY_REVIEW,DEFERRED_EXTERNAL_GATE (PRODUCTION_CRYPTO_SECURITY_REVIEW),EXTERNAL (device/provider/UAT),NONE,PARTIAL
PCA-NFR-012,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/src/http route registration surface,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-013,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/src/retention/calendar.ts, engine.ts, policy.ts",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-014,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,TELEMETRY_ACTIVATION_OWNER_SIGNOFF,,WS-17 PCA-17,backend/src/telemetry/consent.ts; backend/src/main.ts,TELEMETRY_ACTIVATION_OWNER_SIGNOFF,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-015,PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/src/platformadmin/audit/**; backend/src/platformadmin/auth/rbacPolicy.ts (support-role scope limited to account metadata, no activity-content query surface exists in schema per PCA-DATA-011)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-020,PCA-3; PCA-5,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-03 PCA-3,"android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt + feature/screentime/engine/ScreenTimeEngine.kt (both operate on locally persisted policy, no network dependency for enforcement continuation)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-021,PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-10 PCA-10,parent-web/src/domain/types.ts; parent-web/src/pages/Dashboard.tsx; parent-web/src/components/common/DeviceOfflineNotice.tsx,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-022,PCA-5; PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,"android/app/src/main/java/org/pca/app/feature/webprotection/policy/WebRulePolicy.kt (default-uncertain/fail-closed policy referenced in doc, security feed fail-closed per status doc); android/app/src/main/java/org/pca/app/feature/webprotection/securityfeed/SignedRulePackageConsumer.kt",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-023,PCA-2; PCA-3,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt (emergency button invokes native dialer independent of PCA cloud),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-024,PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,"backend/src/familyenvelope/DataVersionLedger.ts, MySqlDataVersionLedger.ts; backend/src/familyenvelope/MessageIdempotencyLedger.ts",CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-NFR-025,PCA-11,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_SECURITY_REVIEW; OFFLINE_DEVICE_INTERRUPTION_RECOVERY_VALIDATION,,WS-11 PCA-11,android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleRuntime.kt; android/app/src/main/java/org/pca/app/runtime/schedule/ScheduleEnforcementConsumer.kt; parent-web/src/api/real/realParentFamilyDataGateway.ts; parent-web/src/security/localFamilyDataStore.ts; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt; android/app/src/main/java/org/pca/app/runtime/background/RetentionMaintenanceWorker.kt; android/app/src/main/java/org/pca/app/persistence/export/LocalRoomFamilyExportDataSource.kt,CRYPTO_SECURITY_REVIEW; OFFLINE_DEVICE_INTERRUPTION_RECOVERY_VALIDATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-NFR-030,PCA-8,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-08 PCA-8,"android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt (foreground-only lifecycle, immediate-stop-on-backgrounding per class doc)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-031,PCA-2,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,"android/app/src/main/java/org/pca/app/runtime/screenstate/ScreenStateObserver.kt (event-driven BroadcastReceiver, not polling)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-032,PCA-5,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT,,WS-05 PCA-5,android/app/src/main/java/org/pca/app/feature/webprotection/vpn/VpnDnsRequestHandler.kt; android/app/src/main/java/org/pca/app/feature/webprotection/vpn/VpnDnsRequestHandler.kt,ANDROID_REAL_DEVICE_UAT,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-NFR-033,PCA-2; PCA-15,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-02 PCA-2,"android/app/src/main/java/org/pca/app/runtime/background/BackgroundExecutionScheduler.kt (WorkManagerBackgroundExecutionScheduler, real WorkManager usage) + UsageIngestionWorker.kt",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
