ID,PHASE,SOURCE_COMPLETE,VALIDATED_COMPLETE,PRODUCTION_READY,TEST_EVIDENCE,EXTERNAL_GATE,OPEN_ENGINEERING_GAP,OPEN_EXTERNAL_GAP,EVIDENCE_PATH
PCA-FR-065,PCA-7,YES,NO,NO,"android/app/src/test/java/org/pca/app/persistence/DeleteNowCoordinatorTest.kt (device, child, and family deletion scope/isolation, policy snapshot erasure, receipts, and tombstones); android/app/src/test/java/org/pca/app/feature/settings/data/DeleteNowUseCaseTest.kt (Delete Now request validation and coordinator delegation)",,,,android/app/src/main/java/org/pca/app/persistence/retention/RetentionCutoffCalculator.kt (location retention distinct from/bounded by general retention)
PCA-FR-070,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/prayer/calc/,,,,"android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt + SolarCalculator.kt (fully local calculation, no server dependency)"
PCA-FR-071,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/prayer/model/,,,,android/app/src/main/java/org/pca/app/feature/prayer/model/PrayerName.kt (Fajr/Sunrise/Dhuhr/Asr/Maghrib/Isha)
PCA-FR-072,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/prayer/,,,,android/app/src/main/java/org/pca/app/feature/prayer/model/AsrMethod.kt + CalculationMethod.kt
PCA-FR-073,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/ (present),,,,"android/app/src/main/java/org/pca/app/runtime/prayer/AlarmManagerPrayerScheduler.kt (exact alarm scheduling, unchanged) + PrayerReminderReceiver.kt (new: posts a real NotificationCompat notification, records delivery) + PrayerReminderIntents.kt (shared action-string contract); AndroidManifest.xml:124-130 (receiver registered exported=false with matching intent-filter action org.pca.app.action.PRAYER_REMINDER)"
PCA-FR-074,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/prayer/calc/,,,,"android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt (uses last known location/timezone, no network call)"
PCA-FR-074A,PCA-9,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/prayer/location/PrayerLocationStalenessDetectorTest.kt,,,,android/app/src/main/java/org/pca/app/feature/prayer/location/PrayerLocationStalenessDetector.kt; android/app/src/main/java/org/pca/app/runtime/prayer/PrayerLocationStalenessNotificationDelivery.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/res/values/strings.xml
PCA-FR-080,PCA-13,YES,NO,NO,android/app/src/test/java/org/pca/app/platform/UsageAccessStateTrackerTest.kt; android/app/src/test/java/org/pca/app/platform/VpnCapabilityStateTrackerTest.kt; android/app/src/test/java/org/pca/app/platform/DevicePolicyCapabilityLifecycleTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/CapabilityDegradationMonitorTest.kt; android/app/src/test/java/org/pca/app/platform/CameraPermissionStateTrackerTest.kt; android/app/src/test/java/org/pca/app/platform/proximity/CameraProximitySourceTest.kt,CAMERA_REAL_DEVICE_VALIDATION,,CAMERA_REAL_DEVICE_VALIDATION,android/app/src/main/java/org/pca/app/platform/UsageAccessStateTracker.kt; android/app/src/main/java/org/pca/app/platform/StandardVpnCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/VpnCapabilityStateTracker.kt; android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt
PCA-FR-081,PCA-13,YES,NO,NO,android/app/src/test/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitorTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitorTest.kt,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,"android/app/src/main/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitor.kt (new: transition-debounced REVOKED/DEGRADED handler) wired in PcaAppGraph.kt:167,173 to org/pca/app/platform/UsageAccessAlertNotificationDelivery.kt (real notification delivery, not the wellbeing pipeline this audit's predecessor flagged as the only wired mechanism); android/app/src/main/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitor.kt; android/app/src/main/java/org/pca/app/platform/UsageAccessAlertNotificationDelivery.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt"
PCA-FR-082,PCA-13,PARTIAL,NO,NO,android/app/src/test/java/org/pca/app/platform/DevicePolicyCapabilityLifecycleTest.kt; android/app/src/test/java/org/pca/app/platform/ProtectedModeProvisioningGateTest.kt; android/app/src/test/java/org/pca/app/platform/DevicePolicyProtectionCapabilitiesTest.kt,PENDING_OWNER_DECISION,Blocked by PENDING_OWNER_DECISION,PENDING_OWNER_DECISION,android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt (interface only queries state); android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/StandardDevicePolicyCapabilitySource.kt; android/app/src/main/java/org/pca/app/platform/ProtectedModeProvisioningGate.kt
PCA-FR-083,PCA-13,YES,NO,NO,ios/PCATests/ChildAuthorizationCenterTests.swift,REQUIRES_ENTITLEMENT,,REQUIRES_ENTITLEMENT,ios/PCA/FamilyControls/ChildAuthorizationCenter.swift
PCA-FR-084,PCA-13,YES,NO,NO,android/app/src/test/java/org/pca/app/security/Pbkdf2AdminPinVerifierTest.kt; android/app/src/test/java/org/pca/app/security/UnavailableBiometricAuthGateTest.kt; android/app/src/test/java/org/pca/app/feature/removaldecision/RemovalDecisionStateMachineTest.kt; android/app/src/test/java/org/pca/app/feature/removaldecision/RemovalDecisionCoordinatorTest.kt; android/app/src/test/java/org/pca/app/feature/removaldecision/PersistentRemovalDecisionRepositoryTest.kt,DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,,DEVICE_OWNER_REAL_DEVICE_AUTHORIZATION,android/app/src/main/java/org/pca/app/security/ui/AdminSecurityActivity.kt; android/app/src/main/java/org/pca/app/security/Pbkdf2AdminPinVerifier.kt; android/app/src/main/java/org/pca/app/security/RealBiometricAuthGate.kt; android/app/src/main/java/org/pca/app/feature/removaldecision/ui/RemovalDecisionScreen.kt
PCA-FR-085,PCA-13,YES,NO,NO,backend/test/tamper/TamperStateEngine.test.mjs; android/app/src/test/java/org/pca/app/runtime/tamper/WallClockRollbackMonitorTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/UsageAccessDegradationMonitorTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/CapabilityDegradationMonitorTest.kt,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/tamper/TamperEventLedger.ts; backend/src/tamper/TamperStateEngine.ts; backend/src/tamper/policy.ts; android/app/src/main/java/org/pca/app/runtime/tamper/WallClockRollbackMonitor.kt
PCA-FR-090,PCA-10,YES,NO,NO,backend/test/parentpanel/DashboardAggregatorService.test.mjs,,,,parent-web/src/pages/Dashboard.tsx:47-90; backend/src/parentpanel/DashboardAggregatorService.ts
PCA-FR-091,PCA-10,YES,NO,NO,backend/test/parentaccount/preferencesSafeZonesRoute.test.mjs; parent-web/tests/unit/realSafeZoneClient.test.ts; parent-web/tests/unit/safeZonePolicyAuthoring.test.ts,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,parent-web/src/pages/children/LocationPage.tsx; parent-web/src/api/interfaces.ts; parent-web/src/api/safeZonePolicyAuthoring.ts; parent-web/src/api/client.ts
PCA-FR-092,PCA-10,YES,NO,NO,parent-web/tests/accessibility/axe.test.tsx:146-155,,,,parent-web/src/pages/children/ActivityTimelinePage.tsx; parent-web/src/App.tsx:59-84; parent-web/src/nav/navConfig.ts:76-77
PCA-FR-093,PCA-10,YES,NO,NO,parent-web/tests/component/Retention.test.tsx | backend/test/retention/retentionRoutes.test.mjs,,,,parent-web/src/pages/privacy/Retention.tsx | parent-web/src/domain/retention.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/api/real/realRetentionClient.ts
PCA-FR-094,PCA-10,YES,NO,NO,backend/test/parentaccount/preferencesSafeZonesRoute.test.mjs,,,,backend/src/parentaccount/ParentPreferenceRepository.ts; backend/src/parentaccount/MySqlParentPreferenceRepository.ts; backend/src/http/routes/parentAccountRoutes.ts; backend/migrations/0020_parent_preferences_safe_zones.sql
PCA-FR-095,PCA-10,YES,NO,NO,backend/test/familyrbac/*.test.mjs,,,,"backend/src/familyrbac/** (role resolver, permission matrix, ParentActionAuthorizationService); backend/src/http/routes/familyRbacRoutes.ts (if present) / familyCommercialRoutes.ts role gating"
PCA-FR-096,PCA-10,YES,NO,NO,parent-web/tests/accessibility/axe.test.tsx:136-144,,,,parent-web/src/pages/privacy/Transparency.tsx; parent-web/src/App.tsx:117; parent-web/src/nav/navConfig.ts:42-44
PCA-FR-100,PCA-12,YES,NO,NO,backend/test/retention/retentionRoutes.test.mjs,,,,backend/src/retention/policy.ts (validateRetentionPolicy against 14d/1/3/6/9-month option set)
PCA-FR-101,PCA-12,YES,NO,NO,backend/test/retention/retentionRoutes.test.mjs | parent-web/tests/accessibility/axe.test.tsx,,,,backend/src/retention/policy.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/pages/privacy/Retention.tsx
PCA-FR-102,PCA-12,YES,NO,NO,backend/test/retention/retentionRoutes.test.mjs | parent-web/tests/component/Retention.test.tsx,,,,backend/src/retention/engine.ts | backend/src/http/routes/retentionRoutes.ts | parent-web/src/pages/privacy/Retention.tsx | parent-web/src/domain/retention.ts
PCA-FR-103,PCA-12,YES,NO,NO,android/app/src/test/java/org/pca/app/feature/settings/data/,,,,android/app/src/main/java/org/pca/app/feature/settings/data/DeleteNowUseCase.kt + persistence/retention/DeleteNowCoordinator.kt + feature/settings/ui/DeleteNowScreen.kt
PCA-FR-104,PCA-12,PARTIAL,NO,NO,android/app/src/test/java/org/pca/app/persistence/retention/; android/app/src/test/java/org/pca/app/persistence/retention/RetentionMaintenanceCycleTest.kt; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/tamper/WallClockRollbackMonitorTest.kt,PRODUCTION_CRYPTO_SECURITY_REVIEW,Blocked by PRODUCTION_CRYPTO_SECURITY_REVIEW,PRODUCTION_CRYPTO_SECURITY_REVIEW,android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt + sync/SyncOutboxRepository.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt
PCA-FR-105,PCA-12,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/retention/RetentionMaintenanceCycleTest.kt; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt,,,,android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; android/app/src/main/java/org/pca/app/persistence/retention/RetentionMaintenanceCycle.kt; android/app/src/main/java/org/pca/app/runtime/background/RetentionMaintenanceWorker.kt
PCA-FR-110,PCA-16,YES,NO,NO,parent-web/tests/accessibility/axe.test.tsx (13 pages + 1 component rendered and asserted violation-free in the default en/ltr configuration),,,,"parent-web/src/i18n/locales/en.json (593 lines / 477 flattened keys) | parent-web/src/i18n/index.ts (fallbackLng: 'en', supportedLngs ['en','ar'], LTR is the non-RTL default via applyDocumentDirection) | platform-admin-web/src/i18n/locales/en.json (499 lines / 417 flattened keys) | platform-admin-web/src/i18n/index.ts (identical pattern)"
PCA-FR-111,PCA-16,YES,NO,NO,parent-web/tests/i18n/rtl.test.tsx + 4 sibling RTL test files (5 total) -- genuinely render pages with language='ar'/dir='rtl' and assert both the DOM attribute flip and real Arabic text content; platform-admin-web/tests/i18n/rtl.test.tsx adds the same real Dashboard coverage for the operator console.; platform-admin-web/tests/i18n/rtl.test.tsx; ios/PCATests/LocalizationKeyParityTests.swift,,,,"parent-web/src/i18n/locales/ar.json (480 flattened keys) | parent-web/src/i18n/index.ts applyDocumentDirection() | parent-web/src/styles/global.css:134 mirrored-nav rule | platform-admin-web equivalent i18n files -- unchanged from first audit, PLUS this round: parent-web/tests/i18n/rtl.test.tsx (NEW, real test) asserts document.documentElement dir='rtl'/lang='ar' after i18n.changeLanguage('ar') and that Dashboard actually renders the Arabic string لوحة التحكم -- plus parent-web/tests/i18n/deviceEnrollmentRtl.test.tsx, freeAccessRtl.test.tsx, settingsRtl.test.tsx, subscriptionRtl.test.tsx (4 more RTL-specific test files, all new this round, each rendering a real page in the ar/rtl configuration) and platform-admin-web/tests/i18n/rtl.test.tsx (NEW, real Dashboard render with Arabic direction and label assertion).; platform-admin-web/tests/i18n/rtl.test.tsx; ios/PCA/Localizable.xcstrings; ios/PCA/Localization/PCALocalizedStrings.swift"
PCA-FR-112,PCA-16,YES,NO,NO,backend/test/parentaccount/preferencesSafeZonesRoute.test.mjs,,,,backend/src/parentaccount/ParentPreferenceRepository.ts; backend/src/parentaccount/MySqlParentPreferenceRepository.ts; backend/src/http/routes/parentAccountRoutes.ts; parent-web/src/pages/Settings.tsx
PCA-FR-113,PCA-16,YES,NO,NO,backend/test/retention/engine.test.mjs; backend/test/retention/deletionStateMachine.test.mjs; backend/test/export/pipeline.test.mjs; backend/test/commercialnotifications/service.test.mjs; backend/test/i18n/translate.test.mjs; parent-web/tests/i18n/fr113LocaleContent.test.ts; parent-web/tests/mutation/privacyBoundaries.test.ts; backend/test/schedule/engine.test.mjs; backend/test/youtube/policy.test.mjs,,,,backend/src/retention/engine.ts; backend/src/retention/deletionStateMachine.ts; backend/src/retention/deleteNow.ts; backend/src/export/types.ts
PCA-FR-114,PCA-16,YES,NO,NO,android/app/src/test/java/org/pca/app/i18n/ArabicResourceParityTest.kt,,,,android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml
PCA-FR-120,PCA-2; PCA-10,YES,NO,NO,,,,,android/app/src/main/java/org/pca/app/feature/webprotection/vpn/WebProtectionVpnService.kt:257-276 (persistent non-dismissible foreground-service notification via setOngoing(true); the general 'PCA protection active' indicator for the VPN specifically)
PCA-FR-121,PCA-10,YES,NO,NO,parent-web/tests/accessibility/axe.test.tsx,,,,parent-web/src/pages/privacy/Transparency.tsx | parent-web/src/App.tsx | parent-web/src/i18n/locales/en.json | parent-web/src/i18n/locales/ar.json
PCA-FR-122,PCA-17,PARTIAL,NO,NO,,PRODUCTION_CRYPTO_SECURITY_REVIEW,Blocked by PRODUCTION_CRYPTO_SECURITY_REVIEW,PRODUCTION_CRYPTO_SECURITY_REVIEW,android/app/src/main/java/org/pca/app/persistence/PcaLocalDatabase.kt (child device is plaintext system of record)
PCA-FR-123,PCA-17,YES,NO,NO,backend/test/security/checkNoAdTrackingSdks.test.mjs; backend/test/security/sdkDisclosure.test.mjs,,,,backend/scripts/checkNoAdTrackingSdks.mjs; backend/src/sdkDisclosure/thirdPartySdks.generated.ts
PCA-FR-124,PCA-12,YES,NO,NO,android/app/src/test/java/org/pca/app/persistence/AuditRecordExportServiceTest.kt; android/app/src/test/java/org/pca/app/persistence/RetentionEngineTest.kt; android/app/src/test/java/org/pca/app/persistence/DeleteNowCoordinatorTest.kt,,,,android/app/src/main/java/org/pca/app/persistence/entity/ParentActionAuditEntity.kt; android/app/src/main/java/org/pca/app/persistence/dao/ParentActionAuditDao.kt; android/app/src/main/java/org/pca/app/persistence/entity/TamperEventEntity.kt; android/app/src/main/java/org/pca/app/persistence/dao/TamperEventDao.kt
PCA-FR-125,PCA-12,PARTIAL,NO,NO,backend/test/export/pipeline.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,"backend/src/export/pipeline.ts, manifest.ts, types.ts; backend/src/http/routes/retentionRoutes.ts (export intake, 202/PENDING)"
PCA-FR-126,PCA-8; PCA-17,YES,NO,NO,,,,,"android/app/src/main/java/org/pca/app (structural absence verified: no android.media.MediaRecorder/AudioRecord usage anywhere in the module; only camera usage is the gated, unimplemented eye-distance CameraProximitySource scaffold which itself never persists frames)"
PCA-FR-127,PCA-17,YES,NO,NO,backend/scripts/checkNoAdTrackingSdks.mjs,,,,android/app/build.gradle.kts; android/build.gradle.kts; android/gradle/libs.versions.toml
PCA-FR-130,PCA-3; PCA-10,YES,NO,NO,backend/test/childrequests/ChildRequestService.test.mjs; backend/test/childrequests/BonusGrantLedger.test.mjs; backend/test/http/childRequestRoutes.test.mjs; backend/test/schedule/engine.test.mjs; android/app/src/test/java/org/pca/app/runtime/schedule/BonusGrantSyncTest.kt; parent-web/tests/component/Requests.test.tsx,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/childrequests/ChildRequestService.ts; backend/src/childrequests/BonusGrantLedger.ts; backend/src/childrequests/policy.ts; backend/src/childrequests/types.ts
PCA-FR-131,PCA-2; PCA-10,YES,NO,NO,backend/test/childrequests/ChildRequestService.test.mjs; backend/test/http/childRequestRoutes.test.mjs; backend/test/familyrbac/policy.test.mjs; android/app/src/test/java/org/pca/app/feature/installapproval/InstallApprovalCapabilityResolverTest.kt; android/app/src/test/java/org/pca/app/feature/installapproval/InstallApprovalControllerTest.kt; android/app/src/test/java/org/pca/app/feature/installapproval/InstallApprovalDecisionApplierTest.kt; ios/PCATests/InstallApprovalCapabilityTests.swift; parent-web/tests/component/Requests.test.tsx,PRODUCTION_CRYPTO_SUITE; IOS_MAC_XCODE,,PRODUCTION_CRYPTO_SUITE; IOS_MAC_XCODE,backend/src/childrequests/types.ts; backend/src/childrequests/ChildRequestService.ts; backend/src/childrequests/policy.ts; backend/src/familyrbac/policy.ts
PCA-FR-132,PCA-2; PCA-3,YES,NO,NO,"EmergencyDialIntentTest.kt, EmergencyDialUsageAlertDeliveryTest.kt (unit+androidTest)",,,,"android/app/src/main/java/org/pca/app/feature/breakshield/EmergencyDialIntent.kt, EmergencyDialUsageAlertDelivery.kt (Writer73)"
PCA-FR-133,PCA-1,YES,NO,NO,android/app/src/test/java/org/pca/app/enrollment/EnrollmentContentFilterDefaultTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentProfileContractTest.kt,,,,android/app/src/main/java/org/pca/app/enrollment/ContentFilterDefault.kt; android/app/src/main/java/org/pca/app/enrollment/screenTimeConfigForEnrollmentProfile.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt
PCA-FR-134,PCA-2; PCA-3,YES,NO,NO,backend/test/schedule/*; ScheduleConformanceVectorTest.kt; PolicyAcceptanceConformanceVectorTest.kt,,,,"backend/src/schedule/engine.ts:68-138; backend/src/schedule/types.ts:91; android SchedulePolicy.kt:121,148,172 (DailyAppLimit); parent-web/src/pages/children/AppsPage.tsx:45 (dailyLimitMinutes)"
PCA-FR-135,PCA-7; PCA-10,YES,NO,NO,backend/test/location/safeZone.test.mjs; backend/test/location/safeZoneRepository.test.mjs; android/app/src/test/java/org/pca/app/runtime/location/geofence/GeofenceEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiverTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZoneRuntimeTest.kt,PRODUCTION_CRYPTO_SUITE,,PRODUCTION_CRYPTO_SUITE,backend/src/location/safeZone.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceEngine.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiver.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceZoneStateStore.kt
PCA-FR-136,PCA-17,YES,NO,NO,backend/test/db/schema-privacy.mysql.test.mjs,,,,backend/test/db/schema-privacy.mysql.test.mjs (regression guard: no Enrollment/Licensing Service or Relay schema field capable of holding activity payloads)
PCA-FR-137,PCA-17,YES,NO,NO,backend/test/relay/noPayloadLoggingHttp.test.mjs; backend/test/relay/service.test.mjs; backend/test/security/sdkDisclosure.test.mjs,DEPLOYED_LOG_METRICS_PIPELINE_CONFIG,,DEPLOYED_LOG_METRICS_PIPELINE_CONFIG,"backend/src/relay/** (routing-metadata only surface, expected)"
PCA-FR-138,PCA-11,PARTIAL,NO,NO,backend/test/familyenvelope/policy.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,backend/src/familyenvelope/policy.ts (expiry check as part of ReceiverPipeline)
PCA-FR-139,PCA-10; PCA-11,YES,NO,NO,parent-web/tests/component/PolicyStatusBadge.test.tsx; parent-web/tests/component/DeviceOfflineNotice.test.tsx; parent-web/tests/component/ScreenTimePage.test.tsx; parent-web/tests/unit/policyStatus.test.ts,,,,parent-web/src/pages/children/ScreenTimePage.tsx; parent-web/src/components/common/DeviceOfflineNotice.tsx
PCA-FR-140,PCA-1; PCA-11,YES,NO,NO,ios/PCATests/RecoveryLifecycleTests.swift; android/app/src/test/java/org/pca/app/enrollment/ProfileConfirmationStateTransitionTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentLifecycleAuditTest.kt; android/app/src/test/java/org/pca/app/enrollment/EnrollmentCoordinatorTest.kt,IOS_MAC_XCODE,,IOS_MAC_XCODE,ios/PCA/Recovery/EnrollmentLifecycle.swift; android/app/src/main/java/org/pca/app/enrollment/EnrollmentState.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentLifecycleAudit.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentCoordinator.kt
PCA-FR-141,PCA-1; PCA-11,YES,NO,NO,KeyFingerprintTest.kt,,,,android/app/src/main/java/org/pca/app/enrollment/KeyFingerprint.kt; ui/EnrollmentScreen.kt KeyFingerprintConfirmation composable
PCA-FR-142,PCA-1; PCA-11,YES,NO,NO,parent-web/tests/component/DeviceEnrollmentPanel.test.tsx; parent-web/tests/i18n/deviceEnrollmentRtl.test.tsx,,,,parent-web/src/pages/family/DeviceEnrollmentPanel.tsx; parent-web/src/i18n/locales/en.json; parent-web/src/i18n/locales/ar.json
PCA-FR-143,PCA-10; PCA-11,PARTIAL,NO,NO,backend/test/familyrbac/*.test.mjs; backend/test/familytrustset/engine.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,backend/src/familyrbac/** (role removal); backend/src/familytrustset/FamilyTrustSetEngine.ts (key drop from trust set)
PCA-FR-144,PCA-11; PCA-13,YES,NO,NO,ios/PCATests/RecoverySecretDisclosureTests.swift; backend/test/familytrustset/recoveryRedTeam.test.mjs; backend/test/familytrustset/recoveryEngine.test.mjs,IOS_MAC_XCODE,,IOS_MAC_XCODE,ios/PCA/Recovery/RecoverySecretDisclosure.swift; parent-web/src/pages/security/RecoverySecretDisclosure.tsx; parent-web/src/pages/security/Recovery.tsx; parent-web/src/i18n/locales/en.json
PCA-FR-145,PCA-13; PCA-15,PARTIAL,NO,NO,android/app/src/test/java/org/pca/app/feature/removaldecision/RemovalDecisionCoordinatorTest.kt; backend/test/familyrbac/RealProtectiveAuthorityResolver.test.mjs,PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE,Blocked by PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE,PENDING_OWNER_DECISION; PRODUCTION_CRYPTO_SUITE,android/app/src/main/java/org/pca/app/platform/DevicePolicyCapabilitySource.kt + ProtectedModeProvisioningGate.kt; android/app/src/main/java/org/pca/app/feature/removaldecision/RemovalDecisionAuditRecorder.kt; android/app/src/main/java/org/pca/app/platform/ProtectedModeProvisioningGate.kt; backend/src/familyrbac/RealProtectiveAuthorityResolver.ts
PCA-FR-146,PCA-11; PCA-13,PARTIAL,NO,NO,backend/test/familytrustset/engine.test.mjs,CRYPTO_ACTIVATION,Blocked by CRYPTO_ACTIVATION,CRYPTO_ACTIVATION,"backend/src/familytrustset/FamilyTrustSetEngine.ts (permanent exclusion, no re-adoption without fresh enrollment)"
PCA-IOS-001,PCA-15,YES,NO,NO,ios/scripts/static-safety-scan.sh (automatable grep-based check for dlopen/dlsym/NSSelectorFromString/method_exchangeImplementations/class_getInstanceMethod/objc_getClass/SBSSpringBoard/LSApplicationWorkspace/MCProfile/jailbreak paths/MobileGestalt/IOKit -- run manually per its own header comment; AUDIT-C ran the equivalent check by hand via grep with the same conclusion: clean),IOS_MAC_XCODE,,IOS_MAC_XCODE,"ios/PCA/ManagedSettings/ShieldSafetyValidator.swift (doc comments explicitly reject reverse-engineering tokens via private symbols); ios/PCA/FamilyControls/ChildAuthorizationState.swift:11 (""Controls API. No private API, no runtime introspection.""); ios/PCA/Location/LocationCapabilityAdapter.swift:7 (same pattern); repo-wide grep across ios/PCA, ios/PCADeviceActivityMonitor, ios/PCAShieldAction, ios/PCAShieldConfiguration for dlopen/dlsym/NSClassFromString/perform(Selector) returned zero matches"
PCA-IOS-002,PCA-15,YES,NO,NO,ios/PCATests (AboutProtectionView/AntiRemovalClaimCopy covered indirectly via ChildAuthorizationCenterTests fixtures; no dedicated snapshot test for copy string content found); ios/PCATests/AntiRemovalClaimCopyTests.swift,,,,"ios/PCA/Protection/AntiRemovalClaimCopy.swift (real, scoped anti-removal copy: statusHeadline strings incl. ""Not yet active""/protected-state variants, explicitly avoids unscoped ""cannot be removed"" claims per doc 07 Section 14 discipline) | ios/PCA/Protection/AboutProtectionView.swift (renders the copy, reachable from ContentView.swift via a real NavigationLink at ContentView.swift:27-33) | ios/PCAShieldAction/ShieldActionExtension.swift (pre-existing anti-bypass invariant comments consistent with this copy's scope); ios/PCA/Protection/AntiRemovalClaimCopy.swift; ios/PCA/Protection/AboutProtectionView.swift; ios/PCA/ContentView.swift"
PCA-IOS-003,PCA-15,YES,NO,NO,"ios/PCATests/EmergencyShieldFloorTests.swift (4 tests: phone-shield rejected, emergency-SOS rejected, well-formed policy accepted, rejection proven independent of signature validity by construction) + ios/PCATests/ShieldSafetyValidatorTests.swift",IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,,IOS_MAC_XCODE; IOS_FAMILY_CONTROLS_ENTITLEMENT; IOS_PHYSICAL_DEVICE,"ios/PCA/ManagedSettings/ShieldSafetyValidator.swift (ShieldSafetyValidator<Token>, ShieldPolicyValidator<Token>); ios/PCA/ManagedSettings/ManagedSettingsAdapter.swift:47-58 (apply() calls safetyValidator.validate(...) before ever touching ManagedSettingsStore); ios/PCADeviceActivityMonitor/DeviceActivityMonitorExtension.swift applyCurrentDecision(for:) (the REAL production DeviceActivityMonitor extension entry point builds a ShieldPolicyValidator<ApplicationToken> inline from the synced policy's protectedApplicationTokens and guards the managedSettings.shield.applications write on a .accepted outcome)"
PCA-NFR-000,PCA-0,N/A,NO,NO,,,,,docs/architecture/00_DOCUMENT_CONTROL.md:159
PCA-NFR-001,PCA-17; PCA-11,N/A,NO,NO,,DEPLOYED_TLS_TERMINATION_CONFIG,,DEPLOYED_TLS_TERMINATION_CONFIG,
PCA-NFR-002,PCA-17; PCA-11,PARTIAL,NO,NO,android/app/src/test/java/org/pca/app/runtime/sync/,PRODUCTION_CRYPTO_SECURITY_REVIEW,Blocked by PRODUCTION_CRYPTO_SECURITY_REVIEW,PRODUCTION_CRYPTO_SECURITY_REVIEW,android/app/src/main/java/org/pca/app/runtime/sync/envelope/FamilyEnvelope.kt + EnvelopeSignatureVerifier.kt + EnvelopeWireCodec.kt
PCA-NFR-003,PCA-17; PCA-11,YES,NO,NO,,,,,android/app/src/main/java/org/pca/app/foundation/EncryptedSharedPreferencesStateStore.kt
